Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Price
Hyundai i10,2012,37522,Petrol,Automatic,First,400000
Hyundai VENUE,2021,4008,Petrol,Manual,First,957000
Maruti Swift,2012,23815,Petrol,Manual,First,524000
Toyota Etios Liva,2012,33809,Petrol,Manual,First,351000
Maruti Alto K10,2017,11705,Petrol,Manual,Second,375000
Hyundai Grand i10,2016,65016,Petrol,Manual,First,513000
Maruti Alto 800,2012,40758,Petrol,Manual,First,281000
Datsun Redi Go,2017,64902,Petrol,Manual,First,302000
Maruti Ritz,2011,52985,Petrol,Manual,Second,332000
Maruti Swift,2014,73938,Diesel,Manual,First,504000
Maruti Alto 800,2016,32018,Petrol,Manual,Second,309000
HYUNDAI VERNA,2017,57506,Petrol,Automatic,First,832000
Maruti Alto 800,2012,55429,Petrol,Manual,Second,271000
Hyundai i20,2012,45676,Petrol,Manual,Second,402000
Maruti Swift Dzire,2013,46749,Petrol,Manual,First,525000
Maruti SWIFT DZIRE,2013,37001,Petrol,Manual,Second,468000
Tata Tiago,2019,29493,Petrol,Manual,First,582000
Hyundai Eon,2012,47973,Petrol,Manual,First,236000
Maruti Swift,2018,56410,Petrol,Automatic,First,750000
Tata Tiago,2017,80081,Petrol,Automatic,First,451000
Hyundai i10,2012,37522,Petrol,Automatic,First,400000
Hyundai VENUE,2021,4008,Petrol,Manual,First,957000
Maruti Swift,2012,23815,Petrol,Manual,First,524000
Toyota Etios Liva,2012,33809,Petrol,Manual,First,351000
Maruti Alto K10,2017,11705,Petrol,Manual,Second,375000
Hyundai Grand i10,2016,65016,Petrol,Manual,First,513000
Maruti Alto 800,2012,40758,Petrol,Manual,First,281000
Datsun Redi Go,2017,64902,Petrol,Manual,First,302000
Maruti Ritz,2011,52985,Petrol,Manual,Second,332000
Maruti Swift,2014,73938,Diesel,Manual,First,504000
Maruti Alto 800,2016,32018,Petrol,Manual,Second,309000
HYUNDAI VERNA,2017,57506,Petrol,Automatic,First,832000
Maruti Alto 800,2012,55429,Petrol,Manual,Second,271000
Hyundai i20,2012,45676,Petrol,Manual,Second,402000
Maruti Swift Dzire,2013,46749,Petrol,Manual,First,525000
Maruti SWIFT DZIRE,2013,37001,Petrol,Manual,Second,468000
Tata Tiago,2019,29493,Petrol,Manual,First,582000
Hyundai Eon,2012,47973,Petrol,Manual,First,236000
Maruti Swift,2018,56410,Petrol,Automatic,First,750000
Tata Tiago,2017,80081,Petrol,Automatic,First,451000
Hyundai i10,2012,37522,Petrol,Automatic,First,400000
Hyundai VENUE,2021,4008,Petrol,Manual,First,957000
Maruti Swift,2012,23815,Petrol,Manual,First,524000
Toyota Etios Liva,2012,33809,Petrol,Manual,First,351000
Maruti Alto K10,2017,11705,Petrol,Manual,Second,375000
Hyundai Grand i10,2016,65016,Petrol,Manual,First,513000
Maruti Alto 800,2012,40758,Petrol,Manual,First,281000
Datsun Redi Go,2017,64902,Petrol,Manual,First,302000
Maruti Ritz,2011,52985,Petrol,Manual,Second,332000
Maruti Swift,2014,73938,Diesel,Manual,First,504000
Maruti Alto 800,2016,32018,Petrol,Manual,Second,309000
HYUNDAI VERNA,2017,57506,Petrol,Automatic,First,832000
Maruti Alto 800,2012,55429,Petrol,Manual,Second,271000
Hyundai i20,2012,45676,Petrol,Manual,Second,402000
Maruti Swift Dzire,2013,46749,Petrol,Manual,First,525000
Maruti SWIFT DZIRE,2013,37001,Petrol,Manual,Second,468000
Tata Tiago,2019,29493,Petrol,Manual,First,582000
Hyundai Eon,2012,47973,Petrol,Manual,First,236000
Maruti Swift,2018,56410,Petrol,Automatic,First,750000
Tata Tiago,2017,80081,Petrol,Automatic,First,451000
Hyundai i10,2012,37522,Petrol,Automatic,First,400000
Hyundai VENUE,2021,4008,Petrol,Manual,First,957000
Maruti Swift,2012,23815,Petrol,Manual,First,524000
Toyota Etios Liva,2012,33809,Petrol,Manual,First,351000
Maruti Alto K10,2017,11705,Petrol,Manual,Second,375000
Hyundai Grand i10,2016,65016,Petrol,Manual,First,513000
Maruti Alto 800,2012,40758,Petrol,Manual,First,281000
Datsun Redi Go,2017,64902,Petrol,Manual,First,302000
Maruti Ritz,2011,52985,Petrol,Manual,Second,332000
Maruti Swift,2014,73938,Diesel,Manual,First,504000
Maruti Alto 800,2016,32018,Petrol,Manual,Second,309000
HYUNDAI VERNA,2017,57506,Petrol,Automatic,First,832000
Maruti Alto 800,2012,55429,Petrol,Manual,Second,271000
Hyundai i20,2012,45676,Petrol,Manual,Second,402000
Maruti Swift Dzire,2013,46749,Petrol,Manual,First,525000
Maruti SWIFT DZIRE,2013,37001,Petrol,Manual,Second,468000
Tata Tiago,2019,29493,Petrol,Manual,First,582000
Hyundai Eon,2012,47973,Petrol,Manual,First,236000
Maruti Swift,2018,56410,Petrol,Automatic,First,750000
Tata Tiago,2017,80081,Petrol,Automatic,First,451000
Hyundai i10,2012,37522,Petrol,Automatic,First,400000
Hyundai VENUE,2021,4008,Petrol,Manual,First,957000
Maruti Swift,2012,23815,Petrol,Manual,First,524000
Toyota Etios Liva,2012,33809,Petrol,Manual,First,351000
Maruti Alto K10,2017,11705,Petrol,Manual,Second,375000
Hyundai Grand i10,2016,65016,Petrol,Manual,First,513000
Maruti Alto 800,2012,40758,Petrol,Manual,First,281000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
